Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
March 31 2022,Clark,WA,Passenger,3743,1653,5396,318023,323419,1.67
February 28 2022,Harnett,NC,Passenger,1,0,1,162,163,0.61
September 30 2023,Pulaski,AR,Passenger,2,0,2,18,20,10.00
January 31 2021,Loudoun,VA,Passenger,1,0,1,73,74,1.35
July 31 2022,Multnomah,OR,Passenger,1,3,4,552,556,0.72
December 31 2020,Plaquemines,LA,Passenger,0,1,1,15,16,6.25
January 31 2022,Garfield,WA,Passenger,0,3,3,1351,1354,0.22
December 31 2018,Polk,FL,Passenger,1,0,1,67,68,1.47
June 30 2019,Cook,IL,Passenger,1,0,1,248,249,0.40
October 31 2019,Volusia,FL,Passenger,0,1,1,44,45,2.22
April 30 2022,Yakima,WA,Passenger,318,186,504,167311,167815,0.30
September 30 2019,Ferry,WA,Passenger,5,2,7,4427,4434,0.16
February 28 2023,Palm Beach,FL,Passenger,1,1,2,54,56,3.57
June 30 2019,Asotin,WA,Truck,0,0,0,6667,6667,0.00
April 30 2021,Richmond,NY,Passenger,1,0,1,7,8,12.50
January 31 2020,Skagit,WA,Truck,1,0,1,32586,32587,0.00
August 31 2023,Harnett,NC,Passenger,4,0,4,136,140,2.86
July 31 2021,Dallas,TX,Passenger,1,0,1,160,161,0.62
June 30 2021,Eagle,CO,Passenger,1,0,1,8,9,11.11
May 31 2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
January 31 2018,Frederick,MD,Passenger,0,1,1,90,91,1.10
June 30 2021,Franklin,WA,Truck,0,0,0,20694,20694,0.00
October 31 2022,Cowlitz,WA,Truck,4,0,4,28425,28429,0.01
May 31 2019,Camden,NJ,Passenger,0,1,1,23,24,4.17
March 31 2017,Nantucket,MA,Passenger,1,0,1,3,4,25.00
June 30 2023,Sarpy,NE,Passenger,1,0,1,62,63,1.59
January 31 2023,Adams,CO,Passenger,1,0,1,34,35,2.86
February 28 2021,Morris,NJ,Passenger,1,0,1,15,16,6.25
December 31 2023,Bartow,GA,Passenger,0,1,1,4,5,20.00
November 30 2021,Harford,MD,Passenger,1,1,2,54,56,3.57
November 30 2018,Santa Cruz,CA,Passenger,1,0,1,43,44,2.27
April 30 2017,Albemarle,VA,Passenger,0,1,1,31,32,3.12
April 30 2020,Spartanburg,SC,Passenger,0,1,1,54,55,1.82
February 28 2019,Nassau,NY,Passenger,3,0,3,40,43,6.98
August 31 2021,Mercer,NJ,Passenger,0,1,1,11,12,8.33
January 31 2018,Lumpkin,GA,Passenger,1,0,1,7,8,12.50
April 30 2022,Sacramento,CA,Passenger,1,1,2,234,236,0.85
March 31 2022,Sumter,SC,Passenger,0,1,1,29,30,3.33
December 31 2022,Cass,MN,Passenger,0,1,1,2,3,33.33
March 31 2019,Yakima,WA,Truck,0,0,0,58737,58737,0.00
April 30 2023,Douglas,CO,Passenger,0,2,2,66,68,2.94
January 31 2023,Anne Arundel,MD,Passenger,3,3,6,315,321,1.87
August 31 2022,Collin,TX,Passenger,3,0,3,88,91,3.30
January 31 2022,Harris,TX,Passenger,1,0,1,191,192,0.52
January 31 2019,Sedgwick,KS,Passenger,0,1,1,101,102,0.98
April 30 2019,Clallam,WA,Passenger,160,132,292,50455,50747,0.58
June 30 2020,Jefferson,WA,Passenger,237,139,376,24791,25167,1.49
January 31 2023,Lincoln,WA,Truck,0,0,0,4843,4843,0.00
April 30 2023,Virginia Beach,VA,Passenger,4,1,5,462,467,1.07
January 31 2018,Wahkiakum,WA,Truck,0,0,0,1681,1681,0.00
February 28 2018,Maui,HI,Passenger,1,0,1,65,66,1.52
April 30 2019,Kitsap,WA,Passenger,1009,575,1584,180141,181725,0.87
August 31 2022,Fort Bend,TX,Passenger,1,0,1,26,27,3.70
August 31 2020,Grays Harbor,WA,Truck,0,0,0,21026,21026,0.00
May 31 2022,Lake,IL,Passenger,3,0,3,153,156,1.92
October 31 2020,Prince William,VA,Passenger,2,3,5,223,228,2.19
July 31 2019,Dale,AL,Passenger,0,1,1,54,55,1.82
March 31 2021,Mason,WA,Passenger,185,135,320,47878,48198,0.66
June 30 2017,Skagit,WA,Truck,1,0,1,31453,31454,0.00
April 30 2017,Skamania,WA,Passenger,9,8,17,8518,8535,0.20
March 31 2017,Adams,WA,Passenger,2,4,6,12106,12112,0.05
April 30 2020,Montgomery,TX,Passenger,1,0,1,56,57,1.75
February 28 2021,Asotin,WA,Truck,0,0,0,6692,6692,0.00
February 29 2020,Mercer,NJ,Passenger,0,1,1,17,18,5.56
June 30 2022,St. Lawrence,NY,Passenger,1,0,1,3,4,25.00
March 31 2023,Rockingham,NH,Passenger,1,0,1,13,14,7.14
February 28 2017,Jefferson,WA,Passenger,89,55,144,23603,23747,0.61
October 31 2023,Onslow,NC,Passenger,0,1,1,134,135,0.74
May 31 2022,Pennington,SD,Passenger,2,0,2,31,33,6.06
June 30 2022,Cass,MN,Passenger,0,1,1,3,4,25.00
December 31 2023,Grant,WA,Passenger,367,168,535,67397,67932,0.79
June 30 2021,San Juan,WA,Passenger,431,135,566,14245,14811,3.82
September 30 2021,Lake,FL,Passenger,1,0,1,25,26,3.85
June 30 2017,Nueces,TX,Passenger,0,1,1,96,97,1.03
February 28 2023,Muscogee,GA,Passenger,0,1,1,105,106,0.94
October 31 2021,Denton,TX,Passenger,1,0,1,79,80,1.25
February 29 2024,Marion,IA,Passenger,1,0,1,0,1,100.00
February 28 2023,Chelan,WA,Truck,19,0,19,23123,23142,0.08
January 31 2023,Plaquemines,LA,Passenger,1,1,2,21,23,8.70
May 31 2022,Kauai,HI,Passenger,1,0,1,19,20,5.00
May 31 2022,Columbia,OR,Passenger,1,0,1,20,21,4.76
May 31 2019,Oklahoma,OK,Passenger,0,1,1,128,129,0.78
June 30 2020,Sedgwick,KS,Passenger,1,1,2,95,97,2.06
March 31 2022,Contra Costa,CA,Passenger,0,3,3,241,244,1.23
March 31 2022,Placer,CA,Passenger,2,0,2,76,78,2.56
September 30 2023,Lee,AL,Passenger,1,0,1,13,14,7.14
October 31 2020,Pulaski,MO,Passenger,1,0,1,149,150,0.67
March 31 2024,Hamilton,OH,Passenger,2,0,2,21,23,8.70
March 31 2018,Essex,NJ,Passenger,1,0,1,13,14,7.14
November 30 2021,Jefferson,WA,Passenger,371,195,566,24776,25342,2.23
April 30 2024,Maricopa,AZ,Passenger,7,2,9,528,537,1.68
July 31 2019,Lincoln,WA,Truck,0,0,0,4684,4684,0.00
November 30 2022,Orange,NC,Passenger,0,1,1,6,7,14.29
April 30 2021,Danville,VA,Passenger,1,0,1,0,1,100.00
September 30 2018,Grant,WA,Truck,0,0,0,26064,26064,0.00
December 31 2018,Lincoln,WA,Truck,0,0,0,4638,4638,0.00
November 30 2022,Palm Beach,FL,Passenger,1,1,2,57,59,3.39
November 30 2021,Louisa,VA,Passenger,0,1,1,1,2,50.00
August 31 2021,Kitsap,WA,Passenger,1953,886,2839,180449,183288,1.55
December 31 2023,Alameda,CA,Passenger,5,2,7,146,153,4.58
March 31 2019,Caddo,LA,Passenger,0,1,1,25,26,3.85
June 30 2023,Benton,WA,Passenger,1143,578,1721,135390,137111,1.26
June 30 2021,Skagit,WA,Truck,1,0,1,33004,33005,0.00
March 31 2018,San Diego,CA,Passenger,6,2,8,2567,2575,0.31
March 31 2017,Mason,WA,Truck,0,0,0,19222,19222,0.00
February 28 2019,Montgomery,MD,Passenger,1,0,1,281,282,0.35
January 31 2017,Klickitat,WA,Truck,0,0,0,7940,7940,0.00
February 28 2022,Sarasota,FL,Passenger,2,0,2,37,39,5.13
July 31 2017,Kent,MI,Passenger,0,1,1,37,38,2.63
October 31 2023,Douglas,WA,Passenger,236,78,314,28802,29116,1.08
October 31 2022,Skamania,WA,Truck,0,0,0,3896,3896,0.00
September 30 2022,DuPage,IL,Passenger,2,1,3,47,50,6.00
November 30 2020,Klamath,OR,Passenger,1,0,1,34,35,2.86
October 31 2021,Lincoln,WA,Passenger,7,16,23,7704,7727,0.30
September 30 2022,Washoe,NV,Passenger,1,0,1,70,71,1.41
February 28 2022,Wahkiakum,WA,Truck,0,0,0,1813,1813,0.00
July 31 2022,Wake,NC,Passenger,1,0,1,98,99,1.01
December 31 2023,Kitsap,WA,Truck,107,0,107,51840,51947,0.21
January 31 2021,Skagit,WA,Truck,1,0,1,32845,32846,0.00
April 30 2023,Lewis,WA,Truck,6,0,6,26076,26082,0.02
January 31 2018,Lincoln,WA,Passenger,2,5,7,7587,7594,0.09
August 31 2021,Chesapeake,VA,Passenger,0,2,2,416,418,0.48
September 30 2018,Honolulu,HI,Passenger,1,2,3,533,536,0.56
July 31 2018,Wahkiakum,WA,Passenger,1,1,2,2937,2939,0.07
November 30 2018,San Francisco,CA,Passenger,2,1,3,121,124,2.42
January 31 2020,Klickitat,WA,Passenger,48,39,87,15678,15765,0.55
February 28 2019,Saratoga,NY,Passenger,1,0,1,60,61,1.64
June 30 2022,Wahkiakum,WA,Truck,0,0,0,1802,1802,0.00
July 31 2018,King,WA,Passenger,13477,5800,19277,1371998,1391275,1.39
May 31 2017,Lincoln,WA,Truck,0,0,0,4459,4459,0.00
January 31 2019,Carroll,NH,Passenger,0,1,1,1,2,50.00
September 30 2019,Nueces,TX,Passenger,1,1,2,91,93,2.15
May 31 2020,New London,CT,Passenger,1,1,2,239,241,0.83
March 31 2018,Manassas,VA,Passenger,0,1,1,8,9,11.11
March 31 2021,Okanogan,WA,Passenger,57,35,92,26207,26299,0.35
May 31 2024,Hoke,NC,Passenger,1,0,1,50,51,1.96
April 30 2019,Flathead,MT,Passenger,1,0,1,64,65,1.54
May 31 2021,Bucks,PA,Passenger,1,0,1,20,21,4.76
April 30 2024,Wilson,TX,Passenger,0,1,1,3,4,25.00
May 31 2018,Lewis,WA,Passenger,78,56,134,57566,57700,0.23
March 31 2019,Fresno,CA,Passenger,1,0,1,196,197,0.51
June 30 2021,Honolulu,HI,Passenger,5,2,7,435,442,1.58
January 31 2019,Kern,CA,Passenger,0,1,1,236,237,0.42
May 31 2023,Middlesex,MA,Passenger,2,0,2,81,83,2.41
November 30 2018,Thurston,WA,Truck,0,0,0,54916,54916,0.00
February 28 2019,Duval,FL,Passenger,1,2,3,385,388,0.77
February 29 2020,Ada,ID,Passenger,0,1,1,305,306,0.33
March 31 2019,Denver,CO,Passenger,1,0,1,136,137,0.73
December 31 2022,Solano,CA,Passenger,2,0,2,156,158,1.27
April 30 2017,Pend Oreille,WA,Truck,0,0,0,5586,5586,0.00
January 31 2021,Island,WA,Truck,0,0,0,21377,21377,0.00
May 31 2018,Kitsap,WA,Truck,1,0,1,53096,53097,0.00
April 30 2022,Klickitat,WA,Passenger,99,55,154,15225,15379,1.00
January 31 2020,Kent,MI,Passenger,0,1,1,27,28,3.57
May 31 2019,New Haven,CT,Passenger,0,2,2,47,49,4.08
April 30 2018,Juneau,AK,Passenger,0,1,1,47,48,2.08
December 31 2020,Jones,GA,Passenger,1,0,1,1,2,50.00
May 31 2022,Klickitat,WA,Passenger,98,54,152,15226,15378,0.99
April 30 2017,Cumberland,NC,Passenger,1,0,1,623,624,0.16
February 28 2018,Allegheny,PA,Passenger,1,0,1,85,86,1.16
January 31 2017,Douglas,OR,Passenger,0,1,1,91,92,1.09
February 29 2024,Pacific,WA,Truck,6,0,6,7794,7800,0.08
April 30 2018,Dakota,MN,Passenger,0,2,2,38,40,5.00
May 31 2024,Plaquemines,LA,Passenger,1,1,2,17,19,10.53
March 31 2022,Garfield,WA,Passenger,0,3,3,1328,1331,0.23
August 31 2018,Orange,FL,Passenger,2,1,3,169,172,1.74
April 30 2022,San Joaquin,CA,Passenger,1,1,2,101,103,1.94
April 30 2023,Monterey,CA,Passenger,0,4,4,138,142,2.82
November 30 2018,Dakota,MN,Passenger,0,2,2,34,36,5.56
October 31 2021,Richmond,NY,Passenger,1,0,1,4,5,20.00
August 31 2023,Ray,MO,Passenger,0,1,1,0,1,100.00
April 30 2018,Grant,WA,Passenger,31,42,73,62796,62869,0.12
March 31 2021,Placer,CA,Passenger,2,0,2,84,86,2.33
March 31 2021,Hudson,NJ,Passenger,1,0,1,42,43,2.33
June 30 2022,St. Louis,MO,Passenger,2,0,2,69,71,2.82
September 30 2019,Spartanburg,SC,Passenger,0,1,1,44,45,2.22
April 30 2020,Fairfax,VA,Passenger,5,3,8,754,762,1.05
June 30 2018,Pacific,WA,Truck,0,0,0,7598,7598,0.00
September 30 2017,Latah,ID,Passenger,0,1,1,94,95,1.05
January 31 2020,Yakima,WA,Truck,0,0,0,59628,59628,0.00
April 30 2018,Kitsap,WA,Truck,1,0,1,52994,52995,0.00
March 31 2021,Wahkiakum,WA,Truck,0,0,0,1786,1786,0.00
August 31 2023,Travis,TX,Passenger,2,1,3,91,94,3.19
October 31 2020,Leavenworth,KS,Passenger,0,1,1,113,114,0.88
August 31 2022,Essex,NJ,Passenger,2,0,2,12,14,14.29
February 28 2018,Island,WA,Passenger,165,172,337,61838,62175,0.54
December 31 2023,Okanogan,WA,Passenger,160,75,235,26040,26275,0.89
February 28 2021,Skamania,WA,Truck,0,0,0,4028,4028,0.00
January 31 2023,Grays Harbor,WA,Truck,2,0,2,21044,21046,0.01
October 31 2019,Harris,TX,Passenger,1,1,2,276,278,0.72
November 30 2020,New York,NY,Passenger,2,0,2,61,63,3.17
January 31 2024,Cowlitz,WA,Truck,14,0,14,27801,27815,0.05
December 31 2021,Chelan,WA,Truck,0,0,0,23093,23093,0.00
November 30 2022,Dallas,TX,Passenger,1,0,1,104,105,0.95
August 31 2021,Charles,MD,Passenger,1,1,2,74,76,2.63
June 30 2020,Harford,MD,Passenger,0,1,1,58,59,1.69
July 31 2022,Bryan,GA,Passenger,0,1,1,37,38,2.63
March 31 2018,King,WA,Truck,7,1,8,183671,183679,0.00
October 31 2020,Benton,WA,Truck,0,0,0,43060,43060,0.00
April 30 2022,Cowlitz,WA,Passenger,314,175,489,70852,71341,0.69
April 30 2020,Denver,CO,Passenger,1,0,1,123,124,0.81
June 30 2021,Montgomery,MD,Passenger,3,1,4,226,230,1.74
June 30 2017,Jefferson,NY,Passenger,1,1,2,251,253,0.79
December 31 2018,Howard,MD,Passenger,0,1,1,90,91,1.10
November 30 2019,Manassas,VA,Passenger,0,1,1,7,8,12.50
July 31 2019,Valencia,NM,Passenger,1,0,1,8,9,11.11
August 31 2018,Grays Harbor,WA,Passenger,54,65,119,46986,47105,0.25
August 31 2018,St. Clair,IL,Passenger,0,1,1,161,162,0.62
July 31 2018,St. Lucie,FL,Passenger,1,0,1,28,29,3.45
July 31 2018,Cook,IL,Passenger,1,0,1,260,261,0.38
September 30 2021,Pima,AZ,Passenger,1,1,2,290,292,0.68
October 31 2021,Suffolk,MA,Passenger,0,2,2,28,30,6.67
May 31 2017,Collin,TX,Passenger,0,1,1,147,148,0.68
June 30 2023,New Haven,CT,Passenger,0,2,2,25,27,7.41
January 31 2022,Wichita,TX,Passenger,1,0,1,44,45,2.22
September 30 2023,Hennepin,MN,Passenger,1,0,1,37,38,2.63
July 31 2023,Charleston,SC,Passenger,1,2,3,48,51,5.88
August 31 2023,Houston,GA,Passenger,1,0,1,32,33,3.03
December 31 2021,Fort Bend,TX,Passenger,1,0,1,32,33,3.03
July 31 2018,Santa Fe,NM,Passenger,0,1,1,44,45,2.22
May 31 2024,Contra Costa,CA,Passenger,2,1,3,119,122,2.46
November 30 2020,Alameda,CA,Passenger,3,0,3,272,275,1.09
February 28 2023,San Francisco,CA,Passenger,1,0,1,69,70,1.43
January 31 2023,Stafford,VA,Passenger,3,1,4,86,90,4.44
January 31 2017,Santa Barbara,CA,Passenger,0,1,1,134,135,0.74
October 31 2022,Adams,WA,Passenger,22,12,34,13011,13045,0.26
August 31 2018,Clallam,WA,Truck,0,0,0,21476,21476,0.00
November 30 2017,El Paso,CO,Passenger,2,0,2,770,772,0.26
March 31 2018,Ramsey,MN,Passenger,1,0,1,39,40,2.50
August 31 2020,Stevens,WA,Passenger,36,36,72,30477,30549,0.24
November 30 2022,,,Passenger,4,1,5,302,307,1.63
July 31 2020,DuPage,IL,Passenger,4,0,4,62,66,6.06
November 30 2023,Ventura,CA,Passenger,3,3,6,203,209,2.87
March 31 2018,Dallas,TX,Passenger,0,1,1,195,196,0.51
April 30 2022,Charleston,SC,Passenger,2,1,3,66,69,4.35
April 30 2024,Charlottesville,VA,Passenger,0,1,1,3,4,25.00
September 30 2018,Benton,WA,Truck,0,0,0,41343,41343,0.00
November 30 2017,Travis,TX,Passenger,1,1,2,193,195,1.03
February 28 2021,Fulton,GA,Passenger,0,3,3,96,99,3.03
May 31 2018,Frederick,MD,Passenger,0,1,1,86,87,1.15
November 30 2020,Benton,WA,Truck,0,0,0,43105,43105,0.00
November 30 2023,Asotin,WA,Passenger,40,25,65,12313,12378,0.53
May 31 2021,Maricopa,AZ,Passenger,5,7,12,1327,1339,0.90
February 28 2023,Goochland,VA,Passenger,2,2,4,88,92,4.35
October 31 2019,Okanogan,WA,Truck,0,0,0,16519,16519,0.00
April 30 2019,Deschutes,OR,Passenger,3,0,3,163,166,1.81
April 30 2020,Guadalupe,TX,Passenger,1,0,1,70,71,1.41
August 31 2022,Allen,IN,Passenger,1,0,1,18,19,5.26
April 30 2021,Okanogan,WA,Passenger,60,36,96,26397,26493,0.36
July 31 2023,Dallas,TX,Passenger,2,0,2,81,83,2.41
August 31 2017,Prince George's,MD,Passenger,0,1,1,188,189,0.53
January 31 2021,Portsmouth,VA,Passenger,0,1,1,75,76,1.32
January 31 2018,Chelan,WA,Truck,0,0,0,21674,21674,0.00
September 30 2018,Clallam,WA,Passenger,129,122,251,50166,50417,0.50
September 30 2023,St. Louis,MO,Passenger,1,0,1,51,52,1.92
July 31 2019,Wilson,TX,Passenger,0,1,1,7,8,12.50
March 31 2022,Williams,ND,Passenger,0,1,1,8,9,11.11
April 30 2021,Calvert,MD,Passenger,0,2,2,90,92,2.17
April 30 2020,Garfield,WA,Passenger,0,1,1,1339,1340,0.07
March 31 2017,Dallas,TX,Passenger,1,1,2,209,211,0.95
January 31 2024,Jefferson,NY,Passenger,2,0,2,173,175,1.14
May 31 2022,Anne Arundel,MD,Passenger,3,3,6,356,362,1.66
June 30 2023,New London,CT,Passenger,2,2,4,172,176,2.27
July 31 2017,Manassas,VA,Passenger,0,1,1,9,10,10.00
March 31 2020,Loudoun,VA,Passenger,1,0,1,90,91,1.10
July 31 2021,Kauai,HI,Passenger,1,0,1,21,22,4.55
July 31 2018,Pierce,WA,Passenger,1262,1194,2456,533368,535824,0.46
February 28 2023,Riverside,CA,Passenger,7,0,7,435,442,1.58
February 28 2022,San Luis Obispo,CA,Passenger,1,0,1,62,63,1.59
December 31 2020,Orange,FL,Passenger,1,0,1,121,122,0.82
February 28 2018,Prince George,VA,Passenger,0,1,1,73,74,1.35
September 30 2022,Autauga,AL,Passenger,1,0,1,14,15,6.67
April 30 2021,Putnam,TN,Passenger,0,1,1,1,2,50.00
November 30 2021,San Diego,CA,Passenger,19,6,25,2567,2592,0.96
February 28 2021,Whitman,WA,Passenger,53,46,99,21834,21933,0.45
January 31 2021,Walla Walla,WA,Truck,0,0,0,13896,13896,0.00
December 31 2021,Burlington,NJ,Passenger,0,1,1,116,117,0.85
February 28 2019,Lee,FL,Passenger,1,0,1,51,52,1.92
October 31 2019,Harrison,MS,Passenger,1,0,1,62,63,1.59
September 30 2021,Washington,MD,Passenger,2,0,2,11,13,15.38
February 28 2023,Columbia,OR,Passenger,1,0,1,12,13,7.69
February 28 2023,Stevens,WA,Passenger,99,60,159,29890,30049,0.53
May 31 2022,Pacific,WA,Truck,0,0,0,7941,7941,0.00
January 31 2024,Muscogee,GA,Passenger,1,1,2,83,85,2.35
May 31 2018,Adams,WA,Truck,0,0,0,5155,5155,0.00
July 31 2019,Broward,FL,Passenger,2,1,3,128,131,2.29
April 30 2021,Wichita,TX,Passenger,1,0,1,44,45,2.22
January 31 2021,Lewis,WA,Truck,0,0,0,26716,26716,0.00
November 30 2017,Columbia,WA,Passenger,2,1,3,2392,2395,0.13
August 31 2023,St. Mary's,MD,Passenger,2,0,2,177,179,1.12
June 30 2023,Contra Costa,CA,Passenger,1,3,4,174,178,2.25
February 28 2021,Orange,CA,Passenger,4,3,7,464,471,1.49
August 31 2023,Shasta,CA,Passenger,1,0,1,26,27,3.70
April 30 2024,Newport News,VA,Passenger,1,0,1,82,83,1.20
May 31 2023,Grant,WA,Passenger,277,126,403,67021,67424,0.60
March 31 2018,Yakima,WA,Truck,0,0,0,58164,58164,0.00
September 30 2021,Okanogan,WA,Truck,0,0,0,16688,16688,0.00
January 31 2021,Palm Beach,FL,Passenger,0,2,2,79,81,2.47
November 30 2021,Lincoln,WA,Passenger,7,16,23,7690,7713,0.30
April 30 2022,San Mateo,CA,Passenger,2,0,2,89,91,2.20
January 31 2020,Arapahoe,CO,Passenger,1,0,1,148,149,0.67
October 31 2017,Prince George's,MD,Passenger,0,1,1,181,182,0.55
October 31 2017,San Juan,WA,Passenger,127,40,167,13754,13921,1.20
February 28 2022,Douglas,NE,Passenger,1,2,3,49,52,5.77
August 31 2023,Washtenaw,MI,Passenger,0,2,2,17,19,10.53
October 31 2019,Queens,NY,Passenger,1,0,1,51,52,1.92
February 28 2022,Skamania,WA,Truck,0,0,0,3995,3995,0.00
January 31 2021,Fulton,GA,Passenger,0,3,3,97,100,3.00
June 30 2019,Richland,SC,Passenger,0,1,1,163,164,0.61
March 31 2019,Washoe,NV,Passenger,2,0,2,111,113,1.77
November 30 2023,Travis,TX,Passenger,2,1,3,80,83,3.61
November 30 2023,Douglas,NE,Passenger,1,1,2,25,27,7.41
February 29 2020,King,WA,Passenger,23441,7674,31115,1399622,1430737,2.17
July 31 2019,Frederick,MD,Passenger,1,1,2,81,83,2.41
March 31 2018,Maricopa,AZ,Passenger,1,2,3,1629,1632,0.18
February 28 2022,Sumter,SC,Passenger,0,1,1,30,31,3.23
May 31 2019,Grays Harbor,WA,Truck,0,0,0,20455,20455,0.00
December 31 2023,Hillsborough,FL,Passenger,2,2,4,92,96,4.17
March 31 2019,Nassau,NY,Passenger,3,0,3,43,46,6.52
September 30 2022,Klickitat,WA,Passenger,108,53,161,15106,15267,1.05
October 31 2018,Cowlitz,WA,Truck,0,0,0,28663,28663,0.00
March 31 2020,Lincoln,WA,Truck,0,0,0,4656,4656,0.00
July 31 2022,Charles,MD,Passenger,1,1,2,60,62,3.23
March 31 2018,Snohomish,WA,Truck,1,0,1,121224,121225,0.00
November 30 2022,Walla Walla,WA,Passenger,201,107,308,35666,35974,0.86
March 31 2022,Harford,MD,Passenger,1,1,2,49,51,3.92
November 30 2019,Hudson,NJ,Passenger,1,0,1,39,40,2.50
June 30 2017,Lumpkin,GA,Passenger,1,0,1,9,10,10.00
April 30 2020,Clay,FL,Passenger,0,1,1,84,85,1.18
December 31 2021,Walla Walla,WA,Truck,0,0,0,14087,14087,0.00
November 30 2020,Douglas,WA,Truck,0,0,0,12444,12444,0.00
February 29 2020,Skamania,WA,Passenger,28,19,47,8765,8812,0.53
October 31 2018,Howard,MD,Passenger,0,1,1,92,93,1.08
November 30 2021,Richland,SC,Passenger,0,2,2,139,141,1.42
January 31 2019,Hardin,KY,Passenger,0,1,1,101,102,0.98
April 30 2019,Cook,IL,Passenger,1,0,1,248,249,0.40
September 30 2021,Boone,MO,Passenger,0,1,1,11,12,8.33
December 31 2022,Clallam,WA,Passenger,484,262,746,49385,50131,1.49
September 30 2020,Whitman,WA,Passenger,47,47,94,21982,22076,0.43
January 31 2020,Mason,WA,Truck,0,0,0,20557,20557,0.00
December 31 2023,Laramie,WY,Passenger,1,0,1,26,27,3.70
March 31 2023,Wilson,TX,Passenger,0,1,1,3,4,25.00
March 31 2021,Virginia Beach,VA,Passenger,2,0,2,635,637,0.31
November 30 2021,Wake,NC,Passenger,1,0,1,129,130,0.77
April 30 2022,Garfield,WA,Passenger,0,3,3,1325,1328,0.23
July 31 2023,Nueces,TX,Passenger,1,1,2,54,56,3.57
July 31 2021,Cook,IL,Passenger,1,0,1,218,219,0.46
December 31 2021,Lewis,WA,Truck,0,0,0,26668,26668,0.00
April 30 2022,Stevens,WA,Truck,0,0,0,18969,18969,0.00
October 31 2021,Chesapeake,VA,Passenger,1,1,2,410,412,0.49
September 30 2017,Garfield,WA,Passenger,1,0,1,1295,1296,0.08
September 30 2023,Leavenworth,KS,Passenger,0,1,1,77,78,1.28
May 31 2024,Houston,GA,Passenger,1,0,1,26,27,3.70
May 31 2019,Skagit,WA,Truck,1,0,1,32414,32415,0.00
September 30 2020,Goochland,VA,Passenger,3,2,5,264,269,1.86
July 31 2020,San Joaquin,CA,Passenger,1,0,1,133,134,0.75
December 31 2019,Washoe,NV,Passenger,1,0,1,115,116,0.86
January 31 2022,Rockingham,NH,Passenger,1,0,1,18,19,5.26
December 31 2022,Okanogan,WA,Passenger,97,52,149,26144,26293,0.57
February 29 2024,Harford,MD,Passenger,1,1,2,42,44,4.55
June 30 2022,Palm Beach,FL,Passenger,0,1,1,57,58,1.72
February 28 2022,Philadelphia,PA,Passenger,1,0,1,43,44,2.27
July 31 2021,Montgomery,MD,Passenger,3,1,4,220,224,1.79
August 31 2018,Tulsa,OK,Passenger,1,1,2,54,56,3.57
March 31 2022,Sonoma,CA,Passenger,0,1,1,85,86,1.16
February 29 2024,Stevens,WA,Passenger,145,75,220,29450,29670,0.74
February 29 2024,El Paso,CO,Passenger,6,1,7,426,433,1.62
September 30 2017,Charles,MD,Passenger,0,1,1,86,87,1.15
May 31 2024,King,WA,Passenger,76949,18880,95829,1277844,1373673,6.98
July 31 2021,Okanogan,WA,Passenger,65,43,108,26522,26630,0.41
June 30 2017,Tarrant,TX,Passenger,1,0,1,252,253,0.40
June 30 2020,Collin,TX,Passenger,2,1,3,134,137,2.19
December 31 2021,Douglas,WA,Truck,0,0,0,12694,12694,0.00
March 31 2024,Portsmouth,VA,Passenger,0,1,1,56,57,1.75
April 30 2020,Washtenaw,MI,Passenger,1,0,1,35,36,2.78
May 31 2023,York,VA,Passenger,1,0,1,71,72,1.39
March 31 2020,Lake,CA,Passenger,0,1,1,10,11,9.09
April 30 2024,Rock Island,IL,Passenger,0,1,1,9,10,10.00
March 31 2021,Kitsap,WA,Passenger,1675,799,2474,179617,182091,1.36
August 31 2021,Walla Walla,WA,Passenger,121,82,203,36457,36660,0.55
